siteid,yr,startdate,enddate,ppt,HgConc,HgDep,crit1,crit2,crit3,samplecount
MN18,2022,2021-12-29,2023-01-03,83.033,10.719,8.899,75,99,79,53
MN22,2002,2002-04-23,2002-12-31,79.785,-9.000,-9.000,61,69,86,38
MN22,2003,2002-12-31,2003-12-30,58.363,13.214,7.712,90,99,98,52
MN22,2004,2003-12-30,2004-12-28,57.417,9.176,5.269,82,99,90,52
MN22,2005,2004-12-28,2006-01-03,75.097,12.191,9.154,88,99,94,53
MN22,2006,2006-01-03,2007-01-02,55.634,-9.000,-9.000,79,99,65,52
MN22,2007,2007-01-02,2007-04-03,9.881,-9.000,-9.000,10,25,64,13
MN23,1996,1996-07-02,1996-12-31,41.455,-9.000,-9.000,48,50,98,26
MN23,1997,1996-12-31,1997-12-30,60.417,11.736,7.090,96,99,94,52
MN23,1998,1997-12-30,1998-12-29,69.870,13.985,9.771,92,100,94,52
MN23,1999,1998-12-29,1999-12-28,74.599,16.957,12.650,90,99,94,52
MN23,2000,1999-12-28,2001-01-02,69.848,11.492,8.026,85,97,92,52
MN23,2001,2001-01-02,2002-01-01,87.706,13.599,11.926,86,100,88,52
MN23,2002,2002-01-01,2002-12-30,76.515,11.212,8.579,96,99,100,52
MN23,2003,2002-12-30,2003-12-30,66.775,11.754,7.849,90,99,97,52
MN23,2004,2003-12-30,2004-12-28,66.446,10.471,6.958,93,100,94,52
MN23,2005,2004-12-28,2006-01-03,76.341,11.280,8.611,92,97,97,53
MN23,2006,2006-01-03,2007-01-02,61.400,11.486,7.052,92,100,85,52
MN23,2007,2007-01-02,2008-01-01,67.826,10.729,7.277,90,100,94,53
MN23,2008,2008-01-01,2008-12-30,68.610,11.632,7.981,96,100,99,53
MN23,2009,2008-12-30,2009-12-29,76.784,7.127,5.472,87,99,87,53
MN23,2010,2009-12-29,2010-12-28,88.363,11.248,9.939,84,99,97,53
MN23,2011,2010-12-28,2012-01-03,73.563,12.555,9.236,88,100,86,53
MN23,2012,2012-01-03,2013-01-01,73.605,-9.000,-9.000,82,99,72,52
MN23,2013,2013-01-01,2013-12-31,84.148,8.272,6.961,90,99,98,54
MN23,2014,2013-12-31,2014-12-30,81.610,10.150,8.283,92,99,98,52
MN23,2015,2014-12-30,2015-12-29,75.817,8.988,6.814,95,99,99,52
MN23,2016,2015-12-29,2017-01-03,85.674,11.985,10.268,95,99,100,54
MN23,2017,2017-01-03,2018-01-02,91.364,9.868,9.016,90,97,98,51
MN23,2018,2018-01-02,2019-01-01,73.635,10.807,7.957,90,99,98,52
MN23,2019,2019-01-01,2019-12-31,112.547,8.807,9.912,97,99,100,52
MN23,2020,2019-12-31,2020-12-29,65.075,14.786,9.621,92,99,100,52
MN23,2021,2020-12-29,2021-12-28,74.664,9.575,7.148,93,99,94,52
MN23,2022,2021-12-28,2023-01-03,71.645,16.121,11.550,91,99,98,53
MN27,1996,1996-07-02,1996-12-31,43.835,-9.000,-9.000,44,50,97,26
MN27,1997,1996-12-31,1997-12-30,60.637,13.072,7.926,90,99,90,52
MN27,1998,1997-12-30,1998-12-29,60.121,12.551,7.546,91,99,91,52
MN27,1999,1998-12-29,1999-12-28,50.136,16.567,8.305,96,99,97,52
MN27,2000,1999-12-28,2001-01-03,62.824,15.500,9.737,87,99,94,53
MN27,2001,2001-01-03,2001-12-31,75.427,9.539,7.195,94,99,98,51
MN27,2002,2001-12-31,2003-01-02,56.468,-9.000,-9.000,79,99,66,52
MN27,2003,2003-01-02,2003-12-30,44.733,13.146,5.881,86,99,95,52
MN27,2004,2003-12-30,2004-12-28,67.072,14.284,9.580,94,99,94,52
MN27,2005,2004-12-28,2006-01-03,82.560,13.125,10.835,92,99,96,53
MN27,2006,2006-01-03,2007-01-02,68.554,13.503,9.256,94,99,99,53
MN27,2007,2007-01-02,2008-01-02,64.648,12.530,8.100,92,99,99,52
MN27,2008,2008-01-02,2008-12-30,52.527,11.391,5.983,90,99,98,52
MN27,2009,2008-12-30,2009-12-29,52.705,9.853,5.193,94,99,99,52
MN27,2010,2009-12-29,2010-12-28,89.451,11.696,10.462,90,100,97,52
MN27,2011,2010-12-28,2012-01-03,65.151,15.778,10.280,86,100,92,53
MN27,2012,2012-01-03,2013-01-02,61.900,17.535,10.854,80,100,96,52
MN27,2013,2013-01-02,2013-12-31,59.690,13.800,8.237,79,99,97,52
MN27,2014,2013-12-31,2014-12-30,70.510,13.903,9.802,76,100,83,51
MN27,2015,2014-12-30,2015-12-29,76.172,9.669,7.365,82,99,95,53
MN27,2016,2015-12-29,2017-01-03,96.821,11.115,10.761,87,99,97,53
MN27,2017,2017-01-03,2018-01-02,79.925,11.136,8.900,84,100,97,52
MN27,2018,2018-01-02,2018-12-31,105.359,10.325,10.878,86,100,98,52
MN27,2019,2018-12-31,2019-12-31,107.518,11.936,12.832,84,99,97,52
MN27,2020,2019-12-31,2020-12-29,71.171,11.326,8.061,88,99,96,52
MN27,2021,2020-12-29,2021-12-28,61.324,14.970,9.308,90,99,86,52
MN27,2022,2021-12-28,2022-12-27,47.584,18.058,8.593,86,99,94,52
MN97,2022,2022-02-03,2023-01-03,83.061,13.560,11.262,87,90,97,49
MN98,2008,2008-02-04,2008-12-30,64.389,11.133,7.168,79,90,96,47
MN98,2009,2008-12-30,2009-12-29,65.176,9.072,5.912,96,99,96,52
MN98,2010,2009-12-29,2010-12-28,77.698,12.737,9.896,94,99,96,53
MN98,2011,2010-12-28,2012-01-03,78.443,12.345,9.684,88,99,85,50
MN98,2012,2012-01-03,2013-01-02,82.652,14.617,12.080,94,99,99,52
MN98,2013,2013-01-02,2013-12-31,72.410,12.185,8.822,98,99,100,52
MN98,2014,2013-12-31,2014-12-30,92.857,10.390,9.647,98,99,100,52
MN98,2015,2014-12-30,2015-12-29,92.507,10.552,9.761,95,99,100,52
MN98,2016,2015-12-29,2017-01-03,121.589,12.216,14.853,90,99,98,53
MN98,2017,2017-01-03,2018-01-02,57.277,11.385,6.520,96,99,98,52
MO03,2010,2010-07-13,2010-12-28,51.873,-9.000,-9.000,44,46,98,24
MO03,2011,2010-12-28,2012-01-03,111.373,14.022,15.617,96,99,99,54
MO03,2012,2012-01-03,2013-01-01,73.127,11.917,8.714,92,99,96,52
MO03,2013,2013-01-01,2013-12-31,108.636,11.706,12.716,99,99,100,52
MO03,2014,2013-12-31,2014-12-30,106.858,11.351,12.129,96,99,100,52
MO03,2015,2014-12-30,2015-12-29,129.184,8.661,11.189,94,99,100,52
MO03,2016,2015-12-29,2016-06-28,34.638,-9.000,-9.000,48,50,100,26
MO46,2002,2002-03-26,2002-12-30,94.134,-9.000,-9.000,73,76,89,40
MO46,2003,2002-12-30,2003-12-30,146.105,9.876,14.428,99,99,100,52
MO46,2004,2003-12-30,2005-01-03,117.326,9.671,11.347,94,99,95,54
MO46,2005,2005-01-03,2006-01-02,110.447,12.087,13.350,95,99,100,52
MO46,2006,2006-01-02,2007-01-02,152.876,9.619,14.705,99,99,100,52
MO46,2007,2007-01-02,2007-12-31,142.736,7.968,11.372,95,100,100,52
MO46,2008,2007-12-31,2009-01-05,181.200,12.060,21.851,97,98,83,52
MO46,2009,2009-01-05,2009-12-28,156.295,7.652,11.958,98,99,95,51
MO46,2010,2009-12-28,2011-01-03,106.551,11.357,12.101,96,98,100,53
MO46,2011,2011-01-03,2012-01-02,223.149,10.024,22.368,88,99,85,52
MO46,2012,2012-01-02,2012-12-31,87.122,12.658,11.027,99,99,100,52
MO46,2013,2012-12-31,2013-12-30,172.136,9.193,15.823,96,99,96,51
MO46,2014,2013-12-30,2014-12-29,135.101,9.355,12.637,92,99,96,52
MO46,2015,2014-12-29,2015-12-28,171.811,7.982,13.712,96,99,100,52
MO46,2016,2015-12-28,2017-01-03,133.371,9.283,12.381,86,99,85,49
MO46,2017,2017-01-03,2018-01-02,120.413,9.483,11.419,96,99,100,52
MO46,2018,2018-01-02,2018-12-18,118.817,9.145,10.866,90,97,90,48
MO46,2019,2018-12-18,2019-12-27,175.509,11.242,19.731,98,99,99,47
MO46,2020,2019-12-27,2021-01-05,74.888,9.428,7.060,99,99,100,27
MO46,2021,2021-01-05,2022-01-04,127.723,9.932,12.685,98,98,100,45
MO46,2022,2022-01-04,2023-01-03,99.593,8.902,8.866,82,99,91,45
MS12,2010,2010-03-09,2010-12-28,117.169,-9.000,-9.000,78,80,99,42
MS12,2011,2010-12-28,2012-01-03,133.223,8.346,11.119,99,99,100,53
MS12,2012,2012-01-03,2013-01-02,237.317,-9.000,-9.000,73,99,61,47
MS12,2013,2013-01-02,2014-01-03,202.259,9.501,19.215,92,99,91,51
MS12,2014,2014-01-03,2014-12-30,138.656,11.134,15.437,89,95,87,51
MS12,2015,2014-12-30,2015-08-25,121.071,-9.000,-9.000,63,65,100,33
MS12,2016,2016-03-01,2017-01-03,140.675,-9.000,-9.000,21,60,29,19
MS12,2017,2017-01-03,2018-01-02,197.504,7.544,14.898,92,98,97,51
MS12,2018,2018-01-02,2019-01-02,186.190,8.553,15.923,93,99,100,52
MS12,2019,2019-01-02,2019-12-31,146.799,10.795,15.845,96,99,100,51
MS12,2020,2019-12-31,2020-10-27,120.054,-9.000,-9.000,82,82,100,37
MS12,2021,2021-02-23,2021-12-31,197.362,-9.000,-9.000,85,85,100,41
MS12,2022,2022-01-01,2023-01-04,164.326,12.510,20.556,96,99,96,52
MS22,2000,2000-06-16,2001-01-02,54.597,-9.000,-9.000,52,54,94,29
MS22,2001,2001-01-02,2002-01-01,173.469,8.886,15.414,94,99,97,52
MS22,2002,2002-01-01,2002-12-31,186.024,8.641,16.074,96,99,90,54
MS22,2003,2002-12-31,2003-12-30,196.286,12.394,24.328,99,99,92,54
MS22,2004,2003-12-30,2004-12-28,156.997,11.593,18.201,94,99,93,54
MS22,2005,2004-12-28,2006-01-03,169.088,10.519,17.786,98,99,91,55
MS22,2006,2006-01-03,2007-01-02,153.797,10.557,16.236,96,99,99,52
MS22,2007,2007-01-02,2007-12-31,130.099,9.068,11.797,96,99,98,52
MS22,2008,2007-12-31,2008-12-30,130.099,10.116,13.159,99,99,100,52
MS22,2009,2008-12-30,2009-12-29,201.803,9.008,18.176,99,99,100,52
MS22,2010,2009-12-29,2010-12-28,148.191,10.661,15.797,99,99,100,53
MS22,2011,2010-12-28,2012-01-03,132.647,9.995,13.257,98,99,100,55
MS22,2012,2012-01-03,2013-01-02,224.229,8.187,18.358,99,99,100,55
MS22,2013,2013-01-02,2013-12-31,171.171,9.612,16.451,95,99,98,53
MS22,2014,2013-12-31,2014-12-30,136.728,12.653,17.299,96,99,99,51
MS22,2015,2014-12-30,2015-12-29,181.654,9.098,16.525,98,99,100,51
MS22,2016,2015-12-29,2016-11-08,129.591,-9.000,-9.000,86,86,100,47
MT05,2003,2003-10-28,2003-12-30,18.504,-9.000,-9.000,8,17,33,9
MT05,2004,2003-12-30,2004-12-28,80.012,7.423,5.938,90,99,93,51
MT05,2005,2004-12-28,2006-01-03,88.984,-9.000,-9.000,56,99,70,54
MT05,2006,2006-01-03,2007-01-02,72.048,-9.000,-9.000,30,97,27,51
MT05,2007,2007-01-02,2007-12-31,51.863,-9.000,-9.000,78,82,96,43
MT05,2008,2007-12-31,2008-12-30,77.825,6.409,4.987,90,99,81,52
MT05,2009,2008-12-30,2009-12-29,82.624,6.180,5.105,94,99,96,52
MT05,2010,2009-12-29,2010-12-28,92.431,5.417,5.007,87,99,89,49
MT05,2011,2010-12-28,2012-01-03,105.968,6.132,6.498,94,99,95,51
MT05,2012,2012-01-03,2012-12-31,117.272,7.435,8.718,92,99,92,52
MT05,2013,2012-12-31,2013-12-31,80.518,6.240,5.024,95,99,99,52
MT05,2014,2013-12-31,2014-12-30,101.604,6.962,7.073,97,99,97,52
MT05,2015,2014-12-30,2015-12-29,70.003,6.230,4.361,86,99,81,52
MT05,2016,2015-12-29,2017-01-03,114.605,6.228,7.138,92,99,92,52
MT05,2017,2017-01-03,2018-01-02,4.580,44.780,4.491,92,98,98,51
MT05,2018,2018-01-02,2018-12-18,73.945,7.354,5.438,93,99,95,49
MT05,2019,2018-12-18,2019-12-31,76.193,8.894,6.776,77,99,81,47
MT05,2020,2019-12-31,2020-12-29,87.960,7.370,6.482,99,99,100,51
MT05,2021,2020-12-29,2021-12-28,82.575,8.091,6.680,97,99,99,52
MT05,2022,2021-12-28,2023-01-03,96.114,6.692,6.431,95,99,93,52
MT95,2010,2010-11-03,2010-12-28,3.005,-9.000,-9.000,7,15,23,8
MT95,2011,2010-12-28,2012-01-03,63.020,10.539,6.641,84,99,92,52
MT95,2012,2012-01-03,2013-01-01,22.936,-9.000,-9.000,69,99,82,52
MT95,2013,2013-01-01,2013-12-31,47.676,-9.000,-9.000,70,99,79,53
MT95,2014,2013-12-31,2014-12-30,41.021,11.048,4.532,84,99,94,52
MT95,2015,2014-12-30,2015-12-29,39.040,15.342,5.989,90,99,96,52
MT95,2016,2015-12-29,2017-01-03,41.011,10.525,4.316,92,99,95,53
MT95,2017,2017-01-03,2018-01-02,34.930,11.921,4.164,76,99,87,52
MT95,2018,2018-01-02,2019-01-02,58.918,11.887,7.003,82,99,89,51
MT95,2019,2019-01-02,2019-12-31,58.141,11.094,6.450,83,99,93,52
MT95,2020,2019-12-31,2020-12-29,27.711,-9.000,-9.000,79,86,96,53
MT95,2021,2020-12-29,2021-08-03,14.402,-9.000,-9.000,51,55,98,31
NB02,1996,1996-07-02,1996-12-31,73.309,-9.000,-9.000,50,50,100,26
NB02,1997,1996-12-31,1997-12-30,86.058,6.690,5.757,97,99,100,52
NB02,1998,1997-12-30,1998-12-29,112.474,6.375,7.169,94,99,91,52
NB02,1999,1998-12-29,1999-12-28,106.094,6.702,7.109,97,99,96,51
NB02,2000,1999-12-28,2001-01-02,94.479,7.619,7.198,96,99,97,53
NB02,2001,2001-01-02,2001-12-31,65.490,7.202,4.717,88,99,88,53
NB02,2002,2001-12-31,2002-12-31,120.314,5.007,6.023,90,99,92,55
NB02,2003,2002-12-31,2003-12-09,105.918,5.638,5.971,88,94,93,49
NC08,1996,1996-02-27,1996-12-31,104.635,-9.000,-9.000,76,80,98,40
NC08,1997,1996-12-31,1997-12-30,127.005,10.395,13.202,97,99,96,52
NC08,1998,1997-12-30,1998-12-29,134.019,11.162,14.959,99,99,100,52
NC08,1999,1998-12-29,1999-12-28,194.975,7.942,15.485,97,99,99,53
NC08,2000,2000-01-04,2001-01-02,127.865,9.576,12.243,97,99,99,51
NC08,2001,2001-01-02,2001-12-31,87.543,10.381,9.088,99,99,100,52
NC08,2002,2001-12-31,2002-12-31,115.425,8.883,10.252,98,99,100,52
NC08,2003,2002-12-31,2003-12-30,160.616,8.735,14.030,99,99,100,52
NC08,2004,2003-12-30,2004-12-28,138.857,8.752,12.151,92,100,95,51
NC08,2005,2004-12-28,2006-01-03,133.233,7.047,9.389,99,99,100,53
NC08,2006,2006-01-03,2007-01-02,145.495,8.437,12.275,99,99,100,51
NC08,2007,2007-01-02,2008-01-02,97.863,9.168,8.972,99,99,100,50
NC08,2008,2008-01-02,2008-12-30,124.152,7.349,9.123,96,100,100,50
NC08,2009,2008-12-30,2009-12-29,112.700,8.461,9.536,93,100,90,50
NC08,2010,2009-12-29,2011-01-04,118.735,8.496,10.088,100,100,100,42
NC08,2011,2011-01-04,2012-01-03,98.142,-9.000,-9.000,30,91,12,31
NC08,2012,2012-01-03,2013-01-02,127.899,8.483,10.850,95,99,97,51
NC08,2013,2013-01-02,2013-12-31,144.520,7.192,10.394,84,100,90,52
NC08,2014,2013-12-31,2014-12-30,146.069,6.602,9.643,92,100,91,52
NC08,2015,2014-12-30,2015-12-29,169.305,5.274,8.929,90,99,94,52
NC08,2016,2015-12-29,2016-12-28,177.204,6.977,12.362,87,99,81,52
NC08,2017,2016-12-28,2018-01-02,147.286,9.051,13.331,91,99,96,53
NC08,2018,2018-01-02,2019-01-02,134.399,5.753,7.732,85,98,84,50
NC08,2019,2019-01-02,2019-12-31,107.498,6.636,7.134,98,99,100,50
NC08,2020,2019-12-31,2020-12-29,169.799,7.271,12.344,100,100,100,52
NC08,2021,2020-12-29,2021-12-28,141.148,6.233,8.796,94,99,100,50
NC08,2022,2021-12-28,2023-01-03,118.663,6.634,7.872,98,100,100,48
NC17,2015,2015-01-30,2015-12-29,119.394,6.301,7.523,82,91,91,46
NC17,2016,2015-12-29,2017-01-03,77.573,-9.000,-9.000,69,73,96,40
NC17,2017,2017-01-03,2018-01-03,102.870,7.894,8.120,98,99,100,52
NC17,2018,2018-01-03,2019-01-02,153.227,9.302,14.253,90,99,91,51
NC17,2019,2019-01-02,2019-04-30,45.140,-9.000,-9.000,32,32,100,17
NC26,2005,2005-11-08,2006-01-04,18.720,-9.000,-9.000,16,16,100,8
NC26,2006,2006-01-04,2007-01-02,118.642,7.842,9.303,99,99,100,50
NC26,2007,2007-01-02,2008-01-08,87.480,8.712,7.621,94,99,91,51
NC26,2013,2013-11-19,2013-12-31,17.083,-9.000,-9.000,9,11,85,6
NC26,2014,2013-12-31,2014-12-30,103.922,6.594,6.853,82,96,80,51
NC26,2015,2014-12-30,2015-12-29,136.756,5.837,7.981,99,99,100,52
NC26,2016,2015-12-29,2017-01-02,119.095,6.373,7.590,92,99,95,53
NC26,2017,2017-01-02,2018-01-02,83.363,7.068,5.892,98,99,99,52
NC26,2018,2018-01-02,2019-01-02,170.685,6.086,10.388,93,98,97,52
NC26,2019,2019-01-02,2019-12-30,110.541,10.144,11.212,98,99,100,52
NC26,2020,2019-12-30,2020-12-29,153.365,6.009,9.214,99,99,100,52
NC26,2021,2020-12-29,2021-12-28,126.174,8.079,10.194,98,99,100,52
NC26,2022,2021-12-28,2023-01-03,122.336,6.429,7.865,94,99,92,53
NC42,1996,1996-02-28,1996-12-30,113.279,-9.000,-9.000,81,83,97,40
NC42,1997,1996-12-30,1997-12-30,105.850,9.106,9.639,95,99,96,51
NC42,1998,1997-12-30,1998-12-29,139.867,7.105,9.936,99,99,100,52
NC42,1999,1998-12-29,1999-12-28,119.912,6.542,7.845,99,99,100,52
NC42,2000,2000-01-04,2001-01-02,135.676,8.081,10.963,99,99,100,51
NC42,2001,2001-01-02,2001-12-31,80.099,7.884,6.314,97,99,97,52
NC42,2002,2001-12-31,2002-12-31,126.054,6.650,8.381,96,98,94,53
NC42,2003,2002-12-31,2003-12-30,165.935,6.453,10.708,94,96,100,50
NC42,2004,2003-12-30,2004-12-29,145.551,7.915,11.519,96,99,95,51
NC42,2005,2004-12-29,2006-01-03,199.297,5.685,11.328,96,99,98,53
NC42,2006,2006-01-03,2007-01-02,184.995,6.650,12.302,94,98,98,51
NC42,2007,2007-01-02,2008-01-02,108.545,7.684,8.341,94,99,93,51
NC42,2008,2008-01-02,2008-12-30,117.659,8.308,9.775,90,98,94,45
NC42,2009,2008-12-30,2009-12-29,144.660,6.619,9.575,95,100,82,49
NC42,2010,2009-12-29,2011-01-04,130.504,6.512,8.498,94,100,98,46
NC42,2011,2011-01-04,2011-12-28,123.306,-9.000,-9.000,17,99,7,25
NC42,2012,2011-12-28,2013-01-02,139.901,8.643,12.090,90,99,94,53
NC42,2013,2013-01-02,2013-11-05,109.900,-9.000,-9.000,81,81,100,42
ND01,2003,2003-11-25,2003-12-30,.597,-9.000,-9.000,10,10,100,5
ND01,2004,2003-12-30,2004-12-28,35.621,11.821,4.210,80,99,78,51
ND01,2005,2004-12-28,2005-12-29,36.174,10.091,3.650,96,99,99,53
ND01,2006,2005-12-29,2007-01-02,32.094,15.672,5.030,92,99,96,53
ND01,2007,2007-01-02,2008-01-02,32.104,15.048,4.831,93,99,99,52
ND01,2008,2008-01-02,2008-12-30,33.350,11.382,3.796,87,91,99,46
ND01,2016,2016-10-12,2017-01-03,10.236,-9.000,-9.000,11,23,18,10
ND01,2017,2017-01-03,2018-01-02,30.861,11.867,3.662,88,99,82,52
ND01,2018,2018-01-02,2019-01-01,41.859,16.656,6.972,82,92,98,50
ND01,2019,2019-02-05,2019-12-31,52.375,9.997,5.235,79,90,99,45
ND01,2020,2019-12-31,2020-12-29,21.285,20.303,4.321,88,99,96,52
ND01,2021,2020-12-29,2021-12-28,42.037,14.101,5.928,78,99,94,52
ND01,2022,2021-12-28,2023-01-04,55.093,-9.000,-9.000,68,99,83,53
NE15,2007,2007-06-26,2008-01-01,51.391,-9.000,-9.000,48,52,89,27
NE15,2008,2008-01-01,2008-12-30,99.029,11.951,11.835,90,99,99,52
NE15,2009,2008-12-30,2009-12-29,63.932,13.417,8.577,94,99,96,52
NE15,2010,2009-12-29,2010-12-28,93.904,14.732,13.833,96,99,100,52
NE15,2011,2010-12-28,2012-01-03,84.836,16.145,13.697,94,100,95,53
NE15,2012,2012-01-03,2013-01-02,46.736,17.329,8.098,96,100,100,52
NE15,2013,2013-01-02,2013-12-31,74.143,20.272,15.029,90,100,97,52
NE15,2014,2013-12-31,2014-12-30,86.045,15.953,13.726,88,99,89,52
NE15,2015,2014-12-30,2015-12-29,102.738,12.658,13.004,92,99,99,52
NE15,2016,2015-12-29,2017-01-03,88.285,14.000,12.359,84,99,98,52
NE15,2017,2017-01-03,2018-01-02,84.009,13.821,11.611,98,99,100,52
NE15,2018,2018-01-02,2018-12-31,93.582,11.310,10.583,86,99,97,53
NE15,2019,2018-12-31,2019-12-30,92.558,14.508,13.428,91,99,100,52
NE15,2020,2019-12-30,2020-12-28,43.180,16.212,7.000,96,99,99,52
NE15,2021,2020-12-28,2021-12-28,92.280,12.331,11.379,99,99,100,52
NE15,2022,2021-12-28,2023-01-04,46.068,17.218,7.931,85,99,93,53
NE25,2009,2009-11-23,2009-12-29,2.804,-9.000,-9.000,10,10,100,6
NE25,2010,2009-12-29,2010-12-28,75.506,-9.000,-9.000,74,99,77,40
NE25,2011,2010-12-28,2012-01-04,70.958,17.881,12.688,84,99,97,52
NE25,2012,2012-01-04,2013-01-08,52.535,18.956,9.959,91,99,99,46
NE25,2013,2013-01-08,2013-12-24,70.733,-9.000,-9.000,55,99,30,35
NE25,2014,2013-12-24,2014-09-26,80.086,-9.000,-9.000,39,76,39,17
NE25,2015,2015-01-09,2015-09-22,16.866,-9.000,-9.000,19,31,93,4
NE25,2022,2022-09-13,2022-12-27,8.255,-9.000,-9.000,27,28,83,14
NE98,2013,2013-10-01,2013-12-31,13.056,-9.000,-9.000,22,24,98,13
NE98,2014,2013-12-31,2014-12-30,53.467,14.132,7.555,80,99,90,52
NE98,2015,2014-12-30,2015-12-29,65.612,13.234,8.683,92,99,99,52
NE98,2016,2015-12-29,2017-01-04,63.906,11.271,7.203,90,99,98,53
NE98,2017,2017-01-04,2018-01-02,62.484,11.693,7.306,92,99,99,52
NE98,2018,2018-01-02,2018-12-31,85.839,14.313,12.286,86,99,95,52
NE98,2019,2018-12-31,2020-01-07,79.898,10.261,8.198,91,99,90,53
NE98,2020,2020-01-07,2020-12-29,53.569,12.967,6.946,92,99,96,51
NE98,2021,2020-12-29,2021-12-30,44.755,14.734,6.594,94,99,93,47
NE98,2022,2021-12-30,2022-12-28,44.671,-9.000,-9.000,43,99,14,34
NE99,2008,2008-10-14,2008-12-30,4.835,-9.000,-9.000,21,21,100,11
NE99,2009,2008-12-30,2009-12-29,57.493,16.097,9.255,93,99,94,51
NE99,2010,2009-12-29,2010-09-28,56.375,-9.000,-9.000,73,75,100,39
NF09,2000,2000-05-25,2001-01-03,81.140,-9.000,-9.000,61,61,100,30
NF09,2001,2001-01-03,2001-12-31,98.888,5.017,4.961,84,98,94,50
NF09,2002,2001-12-31,2002-12-30,129.103,4.094,5.284,86,100,78,52
NF09,2003,2002-12-30,2003-12-30,107.010,4.048,4.332,97,99,97,52
NF09,2004,2003-12-30,2004-12-28,119.165,4.025,4.795,96,100,97,52
NF09,2005,2004-12-28,2006-01-03,94.832,3.452,3.273,96,99,99,53
NF09,2006,2006-01-03,2007-01-01,113.815,4.476,5.094,98,100,97,52
NF09,2007,2007-01-01,2007-09-03,68.377,-9.000,-9.000,67,67,100,35
NF09,2008,2008-08-07,2008-12-30,60.757,-9.000,-9.000,40,40,100,18
NF09,2009,2008-12-30,2009-12-29,123.840,4.032,4.993,90,100,89,53
NF09,2010,2009-12-29,2010-07-14,46.854,-9.000,-9.000,54,54,100,28
NF19,2010,2010-02-23,2010-12-28,99.120,-9.000,-9.000,82,84,100,44
NF19,2011,2010-12-28,2011-03-01,19.653,-9.000,-9.000,15,17,78,9
NF19,2012,2012-06-26,2013-01-01,87.788,-9.000,-9.000,30,52,64,21
NF19,2013,2013-01-01,2013-12-31,151.229,4.864,7.356,90,99,90,52
NF19,2014,2013-12-31,2014-12-30,106.324,5.757,6.120,97,99,100,54
NF19,2015,2014-12-30,2015-12-29,119.866,4.989,5.979,92,99,91,52
NF19,2016,2015-12-29,2017-01-03,132.775,4.882,6.481,96,99,98,53
NF19,2017,2017-01-03,2018-01-02,101.337,-9.000,-9.000,74,82,92,42
NF19,2018,2018-01-02,2019-01-01,151.247,4.893,7.401,98,99,100,52
NF19,2019,2019-01-01,2019-12-31,122.906,4.791,5.887,95,99,95,53
NF19,2020,2019-12-31,2020-12-29,91.491,4.043,3.698,94,99,98,52
NF19,2021,2020-12-29,2021-12-28,134.111,5.451,7.309,92,99,95,52
NF19,2022,2021-12-28,2023-01-03,118.608,3.748,4.445,87,98,88,51
NH00,1998,1998-04-28,1998-12-29,74.471,-9.000,-9.000,60,66,92,35
NH00,1999,1998-12-29,1999-12-28,93.263,-9.000,-9.000,84,88,99,46
NH00,2000,1999-12-28,2000-04-24,32.245,-9.000,-9.000,28,32,98,17
NH00,2001,2001-05-04,2001-12-31,46.976,-9.000,-9.000,64,66,100,35
NH00,2002,2001-12-31,2002-12-31,73.909,-9.000,-9.000,75,75,100,42
NH00,2003,2002-12-31,2003-09-30,74.905,-9.000,-9.000,75,75,100,39
NH02,2004,2004-02-03,2004-12-28,116.929,7.949,9.294,82,90,90,47
NH02,2005,2004-12-28,2005-02-08,6.477,-9.000,-9.000,12,12,100,6
NH05,1997,1997-10-07,1997-12-30,19.944,-9.000,-9.000,14,23,58,12
NH05,1998,1997-12-30,1998-12-29,99.674,7.757,7.731,96,98,100,51
NH05,1999,1998-12-29,1999-12-28,80.316,-9.000,-9.000,77,84,90,44
NH05,2001,2001-03-27,2002-01-01,51.725,-9.000,-9.000,67,77,83,39
NH05,2002,2002-01-01,2002-07-02,56.540,-9.000,-9.000,50,50,100,26
NJ30,2006,2006-01-17,2007-01-03,119.968,8.521,10.222,90,96,98,50
NJ30,2007,2007-01-03,2008-01-02,130.959,8.219,10.762,94,99,97,52
NJ30,2008,2008-01-02,2008-12-29,125.424,6.447,8.085,96,99,97,52
NJ30,2009,2008-12-29,2009-12-29,123.643,5.644,6.977,97,99,97,54
NJ30,2010,2009-12-29,2010-12-28,121.342,5.392,6.542,91,99,90,53
NJ30,2011,2010-12-28,2012-01-03,172.379,6.349,10.944,95,99,88,53
NJ30,2012,2012-01-03,2012-12-31,96.975,8.767,8.502,88,99,87,51
NJ30,2013,2012-12-31,2013-12-31,108.508,6.455,7.003,94,99,98,51
NJ30,2014,2013-12-31,2014-12-30,123.215,6.306,7.770,98,99,100,52
NJ30,2015,2014-12-30,2015-12-30,94.971,7.141,6.782,99,99,100,52
NJ30,2016,2015-12-30,2017-01-03,91.897,6.591,6.056,92,98,95,53
NJ30,2017,2017-01-03,2018-01-02,117.909,9.580,11.296,88,97,98,51
NJ30,2018,2018-01-02,2019-01-02,161.595,5.782,9.342,93,97,97,52
NJ30,2019,2019-01-02,2019-12-31,135.072,5.827,7.869,96,98,100,52
NJ30,2020,2019-12-31,2020-12-29,122.428,7.923,9.699,96,98,100,39
NJ30,2021,2020-12-29,2021-12-28,124.333,6.080,7.558,97,99,98,52
